itrial,dgp,method,rmse,coverage,width,coverage_type,size
6,linear,jackknife+ XBART,3.516854416546105,0.6166666666666667,5.7812583218232865,Exterior,120
6,linear,jackknife+ RF,4.211971618927639,0.74,8.639183007382174,Overall,200
6,linear,jackknife+ RF,3.271757988245543,0.8125,8.571627535818967,Interior,80
6,linear,jackknife+ RF,4.736198332205642,0.6916666666666667,8.684219988424312,Exterior,120
6,linear,CV+ XBART,2.9702405138364796,0.745,6.28303877412358,Overall,200
6,linear,CV+ XBART,1.9037358519209582,0.8875,6.233435026165728,Interior,80
6,linear,CV+ XBART,3.5053874328144077,0.65,6.316107939428815,Exterior,120
6,linear,CV+ RF,4.224053277087405,0.745,8.737650303388346,Overall,200
6,linear,CV+ RF,3.3024794833520112,0.8375,8.687964435022792,Interior,80
6,linear,CV+ RF,4.739915222956428,0.6833333333333333,8.770774215632049,Exterior,120
7,linear,XBART,2.881579707411548,0.645,5.465764201053369,Overall,200
7,linear,XBART,2.061477448452551,0.7901234567901234,5.404079469202449,Interior,81
7,linear,XBART,3.3260816666381854,0.5462184873949579,5.507751287439288,Exterior,119
7,linear,XBART-GP,1.9964803299131473,0.88,6.045950712449756,Overall,200
7,linear,XBART-GP,1.8118704741116143,0.8641975308641975,5.500547628696643,Interior,81
7,linear,XBART-GP,2.1129331592797187,0.8907563025210085,6.417191466937169,Exterior,119
7,linear,jackknife+ XBART,2.830210605295491,0.73,6.312427920959906,Overall,200
7,linear,jackknife+ XBART,1.9407154551470829,0.8765432098765432,6.30831086428348,Interior,81
7,linear,jackknife+ XBART,3.3013136160109138,0.6302521008403361,6.31523028726907,Exterior,119
7,linear,jackknife+ RF,3.9083768287779064,0.705,8.050695798897975,Overall,200
7,linear,jackknife+ RF,2.831147155955725,0.8395061728395061,8.029429816548197,Interior,81
7,linear,jackknife+ RF,4.4963430102497925,0.6134453781512605,8.065170963354547,Exterior,119
7,linear,CV+ XBART,2.801487175647831,0.76,6.661289655716003,Overall,200
7,linear,CV+ XBART,1.9153732088547715,0.9012345679012346,6.680257195504665,Interior,81
7,linear,CV+ XBART,3.2700641966802086,0.6638655462184874,6.64837897737246,Exterior,119
7,linear,CV+ RF,3.954617384204271,0.755,8.860609430010559,Overall,200
7,linear,CV+ RF,2.8559010456667804,0.9259259259259259,8.8164945841449,Interior,81
7,linear,CV+ RF,4.553279266801124,0.6386554621848739,8.890637182238448,Exterior,119
8,linear,XBART,2.9152069975747135,0.73,5.276829743956503,Overall,200
8,linear,XBART,1.8627840705447394,0.8761904761904762,5.274848972408766,Interior,105
8,linear,XBART,3.7491614443861643,0.5684210526315789,5.2790190177724226,Exterior,95
8,linear,XBART-GP,2.1605600414371473,0.835,5.820821494397653,Overall,200
8,linear,XBART-GP,1.5982861992586102,0.9047619047619048,5.43182372030947,Interior,105
8,linear,XBART-GP,2.646506072428766,0.7578947368421053,6.250766402600385,Exterior,95
8,linear,jackknife+ XBART,2.860504943919414,0.75,5.413060127456888,Overall,200
8,linear,jackknife+ XBART,1.7901486295829967,0.8952380952380953,5.400302786244101,Interior,105
8,linear,jackknife+ XBART,3.6992336826026757,0.5894736842105263,5.427160346692073,Exterior,95
8,linear,jackknife+ RF,3.871005911859051,0.72,7.724300764114932,Overall,200
8,linear,jackknife+ RF,3.0326368350146513,0.7904761904761904,7.6592130027686345,Interior,105
8,linear,jackknife+ RF,4.624038228028259,0.6421052631578947,7.7962398687608365,Exterior,95
8,linear,CV+ XBART,2.8194436307600683,0.755,5.63558166386706,Overall,200
8,linear,CV+ XBART,1.779419609095166,0.8857142857142857,5.624220844212166,Interior,105
8,linear,CV+ XBART,3.63808421556601,0.6105263157894737,5.648138359275102,Exterior,95
8,linear,CV+ RF,3.917770051660085,0.72,8.02880137478467,Overall,200
8,linear,CV+ RF,3.0929829124129915,0.8,7.954401162717349,Interior,105
8,linear,CV+ RF,4.662614343913739,0.631578947368421,8.111033188122239,Exterior,95
9,linear,XBART,2.7117579980915214,0.665,5.3400237888727995,Overall,200
9,linear,XBART,1.8092507704580643,0.8235294117647058,5.312616895982262,Interior,102
9,linear,XBART,3.4059382061777845,0.5,5.368549330452746,Exterior,98
9,linear,XBART-GP,2.156860316592378,0.82,5.878620041320923,Overall,200
9,linear,XBART-GP,1.6739833772537247,0.8333333333333334,5.478003574379829,Interior,102
9,linear,XBART-GP,2.5646394694934007,0.8061224489795918,6.2955882007902275,Exterior,98
9,linear,jackknife+ XBART,2.8764583394697802,0.74,6.0565034668284055,Overall,200
9,linear,jackknife+ XBART,1.8190220696810806,0.9215686274509803,6.0365587182184814,Interior,102
9,linear,jackknife+ XBART,3.666312032550476,0.5510204081632653,6.077262286810163,Exterior,98
9,linear,jackknife+ RF,3.641472269690043,0.765,8.598697365099774,Overall,200
9,linear,jackknife+ RF,2.8517282768381618,0.8627450980392157,8.55656274712753,Interior,102
9,linear,jackknife+ RF,4.312492452951266,0.6632653061224489,8.642551763397417,Exterior,98
9,linear,CV+ XBART,2.7034092574086217,0.77,6.158457306598271,Overall,200
9,linear,CV+ XBART,1.779465252804279,0.9215686274509803,6.151266739618497,Interior,102
9,linear,CV+ XBART,3.408724806216996,0.6122448979591837,6.165941366107832,Exterior,98
9,linear,CV+ RF,3.7288111784301026,0.765,8.651775955826473,Overall,200
9,linear,CV+ RF,2.906177488057219,0.8823529411764706,8.587765142720745,Interior,102
9,linear,CV+ RF,4.425492093569151,0.6428571428571429,8.718399455181414,Exterior,98
0,single_index,XBART,8.705962228193021,0.55,12.129284187839467,Overall,200
0,single_index,XBART,4.8690480141750525,0.8229166666666666,12.207387133100989,Interior,96
0,single_index,XBART,11.1298383262706,0.2980769230769231,12.057189161444215,Exterior,104
0,single_index,XBART-GP,7.676994937959109,0.625,13.180402916588513,Overall,200
0,single_index,XBART-GP,4.5422919355448075,0.8125,12.35055642659015,Interior,96
0,single_index,XBART-GP,9.710491113317595,0.4519230769230769,13.946415061202382,Exterior,104
0,single_index,jackknife+ XBART,8.59103165503319,0.59,13.740433123252465,Overall,200
0,single_index,jackknife+ XBART,4.806198623417179,0.8645833333333334,13.714851597904335,Interior,96
0,single_index,jackknife+ XBART,10.98233224478057,0.33653846153846156,13.76404683895843,Exterior,104
0,single_index,jackknife+ RF,12.702465663241952,0.505,19.506942678608194,Overall,200
0,single_index,jackknife+ RF,8.446915279432865,0.7083333333333334,19.452890347609113,Interior,96
0,single_index,jackknife+ RF,15.634309694955226,0.3173076923076923,19.556837137991963,Exterior,104
0,single_index,CV+ XBART,8.904719136497754,0.585,14.219941212150289,Overall,200
0,single_index,CV+ XBART,5.069742107657522,0.8645833333333334,14.35180366137867,Interior,96
0,single_index,CV+ XBART,11.347392625078319,0.3269230769230769,14.098222028247164,Exterior,104
0,single_index,CV+ RF,12.777533223959171,0.47,18.542292432846907,Overall,200
0,single_index,CV+ RF,8.608602953952019,0.65625,18.526903451733173,Interior,96
0,single_index,CV+ RF,15.670494922253914,0.2980769230769231,18.556497646182663,Exterior,104
1,single_index,XBART,11.18866263971248,0.47,13.685995675958704,Overall,200
1,single_index,XBART,5.172120836582894,0.8072289156626506,13.31971999010321,Interior,83
1,single_index,XBART,13.96482611804855,0.23076923076923078,13.945832273616874,Exterior,117
1,single_index,XBART-GP,9.139290992037852,0.595,14.98211874298101,Overall,200
1,single_index,XBART-GP,4.844432944680756,0.8433734939759037,13.760627224308465,Interior,83
1,single_index,XBART-GP,11.230848820323933,0.4188034188034188,15.848646914347,Exterior,117
1,single_index,jackknife+ XBART,10.996266978857138,0.53,15.328135218307331,Overall,200
1,single_index,jackknife+ XBART,4.892036664555062,0.8795180722891566,15.321102650840457,Interior,83
1,single_index,jackknife+ XBART,13.77388201295327,0.28205128205128205,15.33312413368982,Exterior,117
1,single_index,jackknife+ RF,13.943161963507729,0.455,18.41554959540731,Overall,200
1,single_index,jackknife+ RF,7.205007473393034,0.7710843373493976,18.392744036000167,Interior,83
1,single_index,jackknife+ RF,17.19014975713639,0.23076923076923078,18.4317278982346,Exterior,117
1,single_index,CV+ XBART,11.206538240033845,0.56,16.22236942980329,Overall,200
1,single_index,CV+ XBART,4.913166030852974,0.9036144578313253,16.264418565235545,Interior,83
1,single_index,CV+ XBART,14.055368602922346,0.3162393162393162,16.192539701248787,Exterior,117
1,single_index,CV+ RF,14.004330803656257,0.445,18.408871417397584,Overall,200
1,single_index,CV+ RF,7.3146236875194175,0.7349397590361446,18.331847149862156,Interior,83
1,single_index,CV+ RF,17.2422279078265,0.23931623931623933,18.463512564452632,Exterior,117
2,single_index,XBART,10.925809564362531,0.52,14.069660631727906,Overall,200
2,single_index,XBART,4.8737439950717105,0.8387096774193549,13.934014763501285,Interior,93
2,single_index,XBART,14.22962505929219,0.24299065420560748,14.18755844242955,Exterior,107
2,single_index,XBART-GP,9.071175286201266,0.645,15.099826475183955,Overall,200
2,single_index,XBART-GP,4.449885884187572,0.8924731182795699,14.255356152579242,Interior,93
2,single_index,XBART-GP,11.687402822643465,0.42990654205607476,15.833805353709542,Exterior,107
2,single_index,jackknife+ XBART,10.395118873824659,0.57,14.531516772173836,Overall,200
2,single_index,jackknife+ XBART,4.22647130951109,0.9139784946236559,14.507465795937392,Interior,93
2,single_index,jackknife+ XBART,13.654766969230906,0.27102803738317754,14.552420891706445,Exterior,107
2,single_index,jackknife+ RF,13.094423561151507,0.535,18.518945859145212,Overall,200
2,single_index,jackknife+ RF,6.829318180837242,0.8387096774193549,18.47058157837897,Interior,93
2,single_index,jackknife+ RF,16.73188910852074,0.27102803738317754,18.560982103175686,Exterior,107
2,single_index,CV+ XBART,10.452624644383716,0.6,15.617830099700297,Overall,200
2,single_index,CV+ XBART,4.098053114943455,0.9354838709677419,15.389444912201984,Interior,93
2,single_index,CV+ XBART,13.770355106191618,0.308411214953271,15.816333113133409,Exterior,107
2,single_index,CV+ RF,13.220363770141184,0.545,19.325947407861882,Overall,200
2,single_index,CV+ RF,6.948986203394236,0.8494623655913979,19.20219145628918,Interior,93
2,single_index,CV+ RF,16.873576529027307,0.2803738317757009,19.43351099193909,Exterior,107
3,single_index,XBART,10.596389463741353,0.535,14.823967968933584,Overall,200
3,single_index,XBART,4.630514258224969,0.8987341772151899,14.941452688316513,Interior,79
3,single_index,XBART,13.09936677925248,0.2975206611570248,14.747263069501754,Exterior,121
3,single_index,XBART-GP,8.560019167871575,0.63,15.86095720878829,Overall,200
3,single_index,XBART-GP,4.174034209945101,0.9367088607594937,15.144357305856222,Interior,79
3,single_index,XBART-GP,10.47563219875243,0.4297520661157025,16.328819955330715,Exterior,121
3,single_index,jackknife+ XBART,10.171918413088184,0.58,15.903514454152045,Overall,200
3,single_index,jackknife+ XBART,4.157777137697878,0.8987341772151899,15.86210392015758,Interior,79
3,single_index,jackknife+ XBART,12.63862082295891,0.371900826446281,15.930551083784795,Exterior,121
3,single_index,jackknife+ RF,14.470299548063206,0.48,20.690786323475855,Overall,200
3,single_index,jackknife+ RF,8.487397360378715,0.7848101265822784,20.68758991743469,Interior,79
3,single_index,jackknife+ RF,17.29354644828826,0.2809917355371901,20.692873233205205,Exterior,121
3,single_index,CV+ XBART,10.245813966064835,0.59,17.21832683613609,Overall,200
3,single_index,CV+ XBART,4.50360179183315,0.9240506329113924,17.242433982672985,Interior,79
3,single_index,CV+ XBART,12.659895964800768,0.371900826446281,17.2025874594715,Exterior,121
3,single_index,CV+ RF,14.53788480076486,0.49,21.26986937685043,Overall,200
3,single_index,CV+ RF,8.494600798083841,0.7721518987341772,21.250584688673516,Interior,79
3,single_index,CV+ RF,17.384689217357362,0.30578512396694213,21.282460206321307,Exterior,121
4,single_index,XBART,10.231296005851737,0.52,12.882614909997352,Overall,200
4,single_index,XBART,5.139167327367057,0.8021978021978022,12.832576135261268,Interior,91
4,single_index,XBART,13.039276896907968,0.28440366972477066,12.924390400832063,Exterior,109
4,single_index,XBART-GP,8.198204343595188,0.645,14.19393333006862,Overall,200
4,single_index,XBART-GP,4.830943014082874,0.8241758241758241,13.040219089692227,Interior,91
4,single_index,XBART-GP,10.190097705046451,0.4954128440366973,15.15712595276818,Exterior,109
4,single_index,jackknife+ XBART,10.158657887922981,0.57,14.110609122990441,Overall,200
4,single_index,jackknife+ XBART,5.012224772244042,0.8571428571428571,14.083661296765419,Interior,91
4,single_index,jackknife+ XBART,12.976170069576957,0.3302752293577982,14.133106849471877,Exterior,109
4,single_index,jackknife+ RF,12.9836287833538,0.565,19.70053806254989,Overall,200
4,single_index,jackknife+ RF,7.091045323265631,0.8461538461538461,19.627914481148505,Interior,91
4,single_index,jackknife+ RF,16.3502874909818,0.3302752293577982,19.761168758949207,Exterior,109
4,single_index,CV+ XBART,10.17946342881539,0.585,15.568704942310355,Overall,200
4,single_index,CV+ XBART,4.886130353433722,0.8791208791208791,15.512610151562807,Interior,91
4,single_index,CV+ XBART,13.046049908386477,0.3394495412844037,15.615536373117944,Exterior,109
4,single_index,CV+ RF,12.969007580498923,0.58,20.660014623694213,Overall,200
4,single_index,CV+ RF,7.103430705751686,0.8681318681318682,20.638559315803352,Interior,91
4,single_index,CV+ RF,16.324486952779175,0.3394495412844037,20.67792685321778,Exterior,109
5,single_index,XBART,10.2454746633619,0.56,14.607589431604284,Overall,200
5,single_index,XBART,5.561343704996825,0.7884615384615384,14.23320217399863,Interior,104
5,single_index,XBART,13.608124740614105,0.3125,15.013175627343736,Exterior,96
5,single_index,XBART-GP,8.204146174793062,0.675,15.928194086008716,Overall,200
5,single_index,XBART-GP,4.93280839709156,0.8365384615384616,14.914880666530339,Interior,104
5,single_index,XBART-GP,10.670741065185638,0.5,17.025950290443628,Exterior,96
5,single_index,jackknife+ XBART,10.227276796276627,0.565,14.449612986359652,Overall,200
5,single_index,jackknife+ XBART,5.297441618111778,0.8365384615384616,14.434642361749285,Interior,104
5,single_index,jackknife+ XBART,13.693405428120386,0.2708333333333333,14.465831163020889,Exterior,96
5,single_index,jackknife+ RF,13.790936991369806,0.535,21.089933627853334,Overall,200
5,single_index,jackknife+ RF,8.479259348018472,0.7692307692307693,21.04535375414954,Interior,104
5,single_index,jackknife+ RF,17.842077301788223,0.28125,21.138228491032432,Exterior,96
5,single_index,CV+ XBART,10.181557602904611,0.585,15.010322437650316,Overall,200
5,single_index,CV+ XBART,5.219587680125432,0.8653846153846154,14.9708964090648,Interior,104
5,single_index,CV+ XBART,13.654759970961571,0.28125,15.053033968617953,Exterior,96
5,single_index,CV+ RF,13.831354608534488,0.565,21.857395912952757,Overall,200
5,single_index,CV+ RF,8.52737889506318,0.7980769230769231,21.7956312041158,Interior,104
5,single_index,CV+ RF,17.882367425800823,0.3125,21.924307680859467,Exterior,96
6,single_index,XBART,9.419664656191767,0.585,14.303394617488957,Overall,200
6,single_index,XBART,5.13593584105751,0.8288288288288288,14.441696904005374,Interior,111
6,single_index,XBART,12.903303533137896,0.2808988764044944,14.130905248912303,Exterior,89
6,single_index,XBART-GP,8.234070084487483,0.7,15.310276147706954,Overall,200
6,single_index,XBART-GP,4.702911770895504,0.8738738738738738,14.509193416362635,Interior,111
6,single_index,XBART-GP,11.170261958841948,0.48314606741573035,16.309379329495936,Exterior,89
6,single_index,jackknife+ XBART,9.604734303978018,0.625,15.40888757736765,Overall,200
6,single_index,jackknife+ XBART,5.0522902235257705,0.8828828828828829,15.39666657788261,Interior,111
6,single_index,jackknife+ XBART,13.246512603683229,0.30337078651685395,15.424129498073707,Exterior,89
6,single_index,jackknife+ RF,13.998772049494612,0.45,19.014629420113287,Overall,200
6,single_index,jackknife+ RF,9.450043484358222,0.6756756756756757,18.938651970237185,Interior,111
6,single_index,jackknife+ RF,18.138188360379296,0.16853932584269662,19.109387812655395,Exterior,89
6,single_index,CV+ XBART,9.46886451910575,0.65,15.885379790763345,Overall,200
6,single_index,CV+ XBART,4.861543325493022,0.918918918918919,15.947522542636476,Interior,111
6,single_index,CV+ XBART,13.115064700654411,0.3146067415730337,15.80787590921371,Exterior,89
6,single_index,CV+ RF,14.131518112132804,0.455,19.26604013212766,Overall,200
6,single_index,CV+ RF,9.595442171047003,0.6756756756756757,19.281127988964432,Interior,111
6,single_index,CV+ RF,18.273795375191757,0.1797752808988764,19.24722269270202,Exterior,89
7,single_index,XBART,9.01089898171519,0.645,15.918114529809705,Overall,200
7,single_index,XBART,4.655981617645611,0.8857142857142857,15.170390328164908,Interior,105
7,single_index,XBART,12.123510341581207,0.37894736842105264,16.744546542153948,Exterior,95
7,single_index,XBART-GP,7.302846063288028,0.785,17.08116599221704,Overall,200
7,single_index,XBART-GP,4.185602493184441,0.9523809523809523,15.633954340952592,Interior,105
7,single_index,XBART-GP,9.639168429172798,0.6,18.68071571203565,Exterior,95
7,single_index,jackknife+ XBART,9.695596331567064,0.615,16.423023050848585,Overall,200
7,single_index,jackknife+ XBART,4.951493711785368,0.8857142857142857,16.32439171857537,Interior,105
7,single_index,jackknife+ XBART,13.06928991638719,0.3157894736842105,16.53203662862424,Exterior,95
7,single_index,jackknife+ RF,13.943659781526913,0.525,21.532346926629327,Overall,200
7,single_index,jackknife+ RF,8.536343759524536,0.7619047619047619,21.484966843517004,Interior,105
7,single_index,jackknife+ RF,18.13222409750779,0.2631578947368421,21.58471438691137,Exterior,95
7,single_index,CV+ XBART,9.610840482043997,0.62,16.370512443235455,Overall,200
7,single_index,CV+ XBART,4.6969762119411,0.8952380952380953,16.343569447524274,Interior,105
7,single_index,CV+ XBART,13.041304613874608,0.3157894736842105,16.400291543758346,Exterior,95
7,single_index,CV+ RF,14.097910897704217,0.495,20.1835252596916,Overall,200
7,single_index,CV+ RF,8.662053981172553,0.7428571428571429,20.183817045589837,Interior,105
7,single_index,CV+ RF,18.316499471007006,0.22105263157894736,20.183202759488278,Exterior,95
8,single_index,XBART,10.007585728541079,0.53,12.210018122750341,Overall,200
8,single_index,XBART,5.070623162601493,0.8222222222222222,12.416676157996744,Interior,90
