itrial,n,dgp,method,rmse,coverage,width,coverage_type,time,num_outliers
1,200,linear,CV+ RF,4.192928131876827,0.6746031746031746,8.778353753507046,Exterior,0.5238590240478516,126
1,300,linear,XBART,2.8929854104688286,0.6566666666666666,5.028270331499456,Overall,0.6136853694915771,145
1,300,linear,XBART,2.046668406017003,0.8129032258064516,5.051580661326457,Interior,0.6136853694915771,145
1,300,linear,XBART,3.5830418430448465,0.4896551724137931,5.003352392718869,Exterior,0.6136853694915771,145
1,300,linear,XBART-GP,1.8682169644149214,0.8533333333333334,5.593636455735521,Overall,4.6057446002960205,145
1,300,linear,XBART-GP,1.7375621176439735,0.8774193548387097,5.2093503937519055,Interior,4.6057446002960205,145
1,300,linear,XBART-GP,1.9984588206298863,0.8275862068965517,6.004425004752489,Exterior,4.6057446002960205,145
1,300,linear,jackknife+ XBART,2.568332721394151,0.7333333333333333,5.4056242681994835,Overall,153.33820700645447,145
1,300,linear,jackknife+ XBART,1.7984836778628357,0.8838709677419355,5.391771903752652,Interior,153.33820700645447,145
1,300,linear,jackknife+ XBART,3.1921732319540945,0.5724137931034483,5.420431968125407,Exterior,153.33820700645447,145
1,300,linear,jackknife+ RF,3.808904886952986,0.7133333333333334,8.225303525326483,Overall,28.224595546722412,145
1,300,linear,jackknife+ RF,3.0279372836750915,0.832258064516129,8.191450998349078,Interior,28.224595546722412,145
1,300,linear,jackknife+ RF,4.496147225245111,0.5862068965517241,8.261490709336812,Exterior,28.224595546722412,145
1,300,linear,CV+ XBART,2.627935025142944,0.75,5.579583228395075,Overall,4.877756595611572,145
1,300,linear,CV+ XBART,1.8543272475586305,0.8774193548387097,5.542967953101755,Interior,4.877756595611572,145
1,300,linear,CV+ XBART,3.2577130438719686,0.6137931034482759,5.618723695087934,Exterior,4.877756595611572,145
1,300,linear,CV+ RF,3.823959703978788,0.7466666666666667,8.711644336749908,Overall,0.8173699378967285,145
1,300,linear,CV+ RF,3.019507719460398,0.8387096774193549,8.688727054482559,Interior,0.8173699378967285,145
1,300,linear,CV+ RF,4.528529624178873,0.6482758620689655,8.736142121242592,Exterior,0.8173699378967285,145
1,500,linear,XBART,2.4917858524006724,0.71,4.972513860920746,Overall,0.8370897769927979,168
1,500,linear,XBART,1.9593450492166522,0.8102409638554217,4.92673164333393,Interior,0.8370897769927979,168
1,500,linear,XBART,3.300378228545372,0.5119047619047619,5.062988243294691,Exterior,0.8370897769927979,168
1,500,linear,XBART-GP,1.6682302553385895,0.906,5.542451937261143,Overall,7.111587762832642,168
1,500,linear,XBART-GP,1.5897828118485826,0.9006024096385542,5.191412426405998,Interior,7.111587762832642,168
1,500,linear,XBART-GP,1.8133042966134103,0.9166666666666666,6.2361728753796415,Exterior,7.111587762832642,168
1,500,linear,jackknife+ XBART,2.338136364114395,0.74,4.957163636918992,Overall,335.0569384098053,168
1,500,linear,jackknife+ XBART,1.8590328843375645,0.8343373493975904,4.9400555915935325,Interior,335.0569384098053,168
1,500,linear,jackknife+ XBART,3.072582038697992,0.5535714285714286,4.990972393157399,Exterior,335.0569384098053,168
1,500,linear,jackknife+ RF,3.509953308293743,0.726,7.531134013511979,Overall,90.86579751968384,168
1,500,linear,jackknife+ RF,2.9596443485266963,0.7981927710843374,7.507537606489978,Interior,90.86579751968384,168
1,500,linear,jackknife+ RF,4.399495292237656,0.5833333333333334,7.577765008341172,Exterior,90.86579751968384,168
1,500,linear,CV+ XBART,2.386689577431662,0.742,5.1568394971891465,Overall,6.207367658615112,168
1,500,linear,CV+ XBART,1.920382374839934,0.8192771084337349,5.13608928214841,Interior,6.207367658615112,168
1,500,linear,CV+ XBART,3.108907363310564,0.5892857142857143,5.197845874531556,Exterior,6.207367658615112,168
1,500,linear,CV+ RF,3.5557052981674286,0.716,7.631455711026059,Overall,1.5958924293518066,168
1,500,linear,CV+ RF,3.0141072782057443,0.7831325301204819,7.610858740487189,Interior,1.5958924293518066,168
1,500,linear,CV+ RF,4.435619026189512,0.5833333333333334,7.672159248043353,Exterior,1.5958924293518066,168
2,50,linear,XBART,5.10979233574372,0.5,7.452074232007606,Overall,0.11994552612304688,41
2,50,linear,XBART,1.3721109728506748,1.0,7.272672707798062,Interior,0.11994552612304688,41
2,50,linear,XBART,5.6060826917687345,0.3902439024390244,7.491455054395065,Exterior,0.11994552612304688,41
2,50,linear,XBART-GP,4.187102434077803,0.68,8.216419276489978,Overall,0.32546138763427734,41
2,50,linear,XBART-GP,1.4891600265026457,1.0,7.671288194078942,Interior,0.32546138763427734,41
2,50,linear,XBART-GP,4.570939385259063,0.6097560975609756,8.33608219701923,Exterior,0.32546138763427734,41
2,50,linear,jackknife+ XBART,3.7481345729074786,0.76,8.197193943607864,Overall,6.7331156730651855,41
2,50,linear,jackknife+ XBART,1.6667486568280485,1.0,8.263014834145824,Interior,6.7331156730651855,41
2,50,linear,jackknife+ XBART,4.064789854664356,0.7073170731707317,8.182745455440994,Exterior,6.7331156730651855,41
2,50,linear,jackknife+ RF,5.141433700099826,0.64,9.085320324796387,Overall,0.9626045227050781,41
2,50,linear,jackknife+ RF,1.3686730130801281,1.0,8.829497113506074,Interior,0.9626045227050781,41
2,50,linear,jackknife+ RF,5.641435624835105,0.5609756097560976,9.14147663946987,Exterior,0.9626045227050781,41
2,50,linear,CV+ XBART,3.822013256857205,0.82,8.787781591125475,Overall,1.227954387664795,41
2,50,linear,CV+ XBART,1.7203429970618749,1.0,8.326701641946089,Interior,1.227954387664795,41
2,50,linear,CV+ XBART,4.143031311973633,0.7804878048780488,8.888994262896558,Exterior,1.227954387664795,41
2,50,linear,CV+ RF,5.2075833970383805,0.66,10.062967921750973,Overall,0.18461108207702637,41
2,50,linear,CV+ RF,1.5250786946306791,1.0,9.842856968154077,Interior,0.18461108207702637,41
2,50,linear,CV+ RF,5.706251293125475,0.5853658536585366,10.111284960345415,Exterior,0.18461108207702637,41
2,100,linear,XBART,3.5264057953530634,0.65,6.081057947611203,Overall,0.2914297580718994,67
2,100,linear,XBART,2.1772213760149652,0.8787878787878788,6.128432850170278,Interior,0.2914297580718994,67
2,100,linear,XBART,4.028117809761224,0.5373134328358209,6.057724040380616,Exterior,0.2914297580718994,67
2,100,linear,XBART-GP,2.331068792094955,0.87,7.138781394716679,Overall,1.3726842403411865,67
2,100,linear,XBART-GP,1.9809731410445346,0.8787878787878788,6.318397767332794,Interior,1.3726842403411865,67
2,100,linear,XBART-GP,2.4854435023471217,0.8656716417910447,7.542850942532623,Exterior,1.3726842403411865,67
2,100,linear,jackknife+ XBART,2.909111104087675,0.83,7.554893585432137,Overall,27.555795192718506,67
2,100,linear,jackknife+ XBART,1.6092501737554223,0.9696969696969697,7.5161287146204545,Interior,27.555795192718506,67
2,100,linear,jackknife+ XBART,3.3698246102893092,0.7611940298507462,7.573986730757296,Exterior,27.555795192718506,67
2,100,linear,jackknife+ RF,4.521208873995571,0.64,9.268026875255892,Overall,3.028357982635498,67
2,100,linear,jackknife+ RF,3.0794979508577898,0.8181818181818182,9.154990588083637,Interior,3.028357982635498,67
2,100,linear,jackknife+ RF,5.083164804017128,0.5522388059701493,9.323701464460138,Exterior,3.028357982635498,67
2,100,linear,CV+ XBART,2.9063588880560203,0.81,7.941442027323976,Overall,2.4999520778656006,67
2,100,linear,CV+ XBART,1.671186230282853,0.9393939393939394,7.87700231237072,Interior,2.4999520778656006,67
2,100,linear,CV+ XBART,3.351381327779684,0.746268656716418,7.973180991405431,Exterior,2.4999520778656006,67
2,100,linear,CV+ RF,4.565669217969024,0.65,8.941469568778915,Overall,0.2799057960510254,67
2,100,linear,CV+ RF,3.1448445370164877,0.7878787878787878,8.846170076597204,Interior,0.2799057960510254,67
2,100,linear,CV+ RF,5.1226188271655975,0.582089552238806,8.988408124629606,Exterior,0.2799057960510254,67
2,150,linear,XBART,3.1435312587398836,0.7066666666666667,6.331030111951789,Overall,0.4005885124206543,83
2,150,linear,XBART,2.0971421876410568,0.8507462686567164,6.244472616577174,Interior,0.4005885124206543,83
2,150,linear,XBART,3.782652153994492,0.5903614457831325,6.400901825085517,Exterior,0.4005885124206543,83
2,150,linear,XBART-GP,1.8795698500054092,0.9333333333333333,6.925633461562881,Overall,2.4073166847229004,83
2,150,linear,XBART-GP,1.7757314116762157,0.9402985074626866,6.340914892637698,Interior,2.4073166847229004,83
2,150,linear,XBART-GP,1.9593813446051407,0.927710843373494,7.397635197924172,Exterior,2.4073166847229004,83
2,150,linear,jackknife+ XBART,2.9807387593390704,0.8066666666666666,6.616367566956258,Overall,53.686161279678345,83
2,150,linear,jackknife+ XBART,1.7891204366527163,0.9850746268656716,6.588371740792317,Interior,53.686161279678345,83
2,150,linear,jackknife+ XBART,3.6705548527503673,0.6626506024096386,6.638966607353655,Exterior,53.686161279678345,83
