itrial,dgp,method,rmse,coverage,width,coverage_type,size
7,single_index,XBART-GP,7.20484746914033,0.635416666666667,13.2072402286098,Interior,96
7,single_index,XBART-GP,12.5184271394427,0.278846153846154,14.0126771727155,Exterior,104
7,single_index,Jackknife+ XBART,7.13216851241011,0.697916666666667,14.0955776210003,Interior,96
7,single_index,Jackknife+ XBART,14.0466463110577,0.278846153846154,14.2333159655948,Exterior,104
7,single_index,Jackknife+ XBART-GP,7.88879273761641,0.645833333333333,14.7613290104977,Interior,96
7,single_index,Jackknife+ XBART-GP,15.6124534286671,0.346153846153846,14.8572777131805,Exterior,104
7,single_index,CV+ XBART,7.28783039529617,0.729166666666667,15.1023090021487,Interior,96
7,single_index,CV+ XBART,14.2226856226587,0.278846153846154,15.169891410831,Exterior,104
7,single_index,CV+ XBART-GP,7.93602377042321,0.708333333333333,16.4821526046579,Interior,96
7,single_index,CV+ XBART-GP,14.4776864187972,0.432692307692308,17.3933566486706,Exterior,104
8,single_index,XBART,5.70782677704693,0.778947368421053,14.971841391696,Interior,95
8,single_index,XBART,13.8300533719924,0.285714285714286,15.3169078420574,Exterior,105
8,single_index,XBART-GP,5.7774789038482,0.768421052631579,15.0455098318089,Interior,95
8,single_index,XBART-GP,11.8997070269753,0.457142857142857,15.7772111005105,Exterior,105
8,single_index,Jackknife+ XBART,5.45235704517131,0.894736842105263,18.4734027648604,Interior,95
8,single_index,Jackknife+ XBART,14.0348326874764,0.390476190476191,18.629503435383,Exterior,105
8,single_index,Jackknife+ XBART-GP,5.52823456350416,0.894736842105263,19.3051910055536,Interior,95
8,single_index,Jackknife+ XBART-GP,15.7799097118553,0.466666666666667,19.3681913500609,Exterior,105
8,single_index,CV+ XBART,5.51364115125587,0.926315789473684,18.7559960950159,Interior,95
8,single_index,CV+ XBART,14.5134666639791,0.371428571428571,18.8508311964769,Exterior,105
8,single_index,CV+ XBART-GP,5.44333910556581,0.947368421052632,19.9107089788918,Interior,95
8,single_index,CV+ XBART-GP,14.516478139068,0.542857142857143,20.4000133311063,Exterior,105
9,single_index,XBART,7.21590137828961,0.653465346534654,13.2886033610304,Interior,101
9,single_index,XBART,16.7215312101619,0.111111111111111,13.3059274340875,Exterior,99
9,single_index,XBART-GP,6.53522449172593,0.722772277227723,13.5914664094122,Interior,101
9,single_index,XBART-GP,14.3039823663532,0.202020202020202,13.9697143249685,Exterior,99
9,single_index,Jackknife+ XBART,5.985404763699529,0.801980198019802,15.4602131724075,Interior,101
9,single_index,Jackknife+ XBART,15.2009420377463,0.161616161616162,15.3730226144886,Exterior,99
9,single_index,Jackknife+ XBART-GP,6.60641060851306,0.762376237623762,15.8484048485143,Interior,101
9,single_index,Jackknife+ XBART-GP,17.4221500796299,0.171717171717172,15.7482055257932,Exterior,99
9,single_index,CV+ XBART,5.97010299597102,0.772277227722772,13.6840217179825,Interior,101
9,single_index,CV+ XBART,15.055391302625,0.181818181818182,13.7942636750313,Exterior,99
9,single_index,CV+ XBART-GP,6.234935881564,0.782178217821782,14.7754978099041,Interior,101
9,single_index,CV+ XBART-GP,16.2783449491747,0.191919191919192,15.5874249680362,Exterior,99
0,trig_poly,XBART,6.65773491687353,0.733333333333333,14.0142197902405,Interior,90
0,trig_poly,XBART,11.1029563130012,0.645454545454546,14.0797379092723,Exterior,110
0,trig_poly,XBART-GP,6.37622196381768,0.7,14.0780857357525,Interior,90
0,trig_poly,XBART-GP,10.3703604521226,0.672727272727273,14.5518088176414,Exterior,110
0,trig_poly,Jackknife+ XBART,6.1782017965785,0.755555555555556,12.1899729272846,Interior,90
0,trig_poly,Jackknife+ XBART,10.1959052469512,0.663636363636364,12.1730008961369,Exterior,110
0,trig_poly,Jackknife+ XBART-GP,6.12950904623242,0.733333333333333,12.2113343052814,Interior,90
0,trig_poly,Jackknife+ XBART-GP,10.3664252092775,0.690909090909091,12.3790126255461,Exterior,110
0,trig_poly,CV+ XBART,6.18930458807587,0.766666666666667,13.5942977609435,Interior,90
0,trig_poly,CV+ XBART,10.2809946001352,0.709090909090909,13.5521752752724,Exterior,110
0,trig_poly,CV+ XBART-GP,6.03614109853238,0.777777777777778,13.1207922125363,Interior,90
0,trig_poly,CV+ XBART-GP,10.0557642767608,0.690909090909091,13.5457231837919,Exterior,110
1,trig_poly,XBART,4.8455657293184,0.808219178082192,13.4113081860326,Interior,73
1,trig_poly,XBART,8.77932074433179,0.62992125984252,13.2340173793071,Exterior,127
1,trig_poly,XBART-GP,4.61062477871551,0.863013698630137,13.4289558826257,Interior,73
1,trig_poly,XBART-GP,8.04148046651552,0.708661417322835,14.060790406787,Exterior,127
1,trig_poly,Jackknife+ XBART,4.8268228571896,0.863013698630137,13.9500871146426,Interior,73
1,trig_poly,Jackknife+ XBART,8.77117953032226,0.677165354330709,13.9196346977076,Exterior,127
1,trig_poly,Jackknife+ XBART-GP,4.97018084215378,0.849315068493151,13.7361749159111,Interior,73
1,trig_poly,Jackknife+ XBART-GP,9.082239063689,0.68503937007874,13.7633857616777,Exterior,127
1,trig_poly,CV+ XBART,4.66594758727584,0.835616438356164,12.7868896381504,Interior,73
1,trig_poly,CV+ XBART,8.59205155820589,0.645669291338583,12.7426014856284,Exterior,127
1,trig_poly,CV+ XBART-GP,4.8102482949503,0.808219178082192,12.0239054319861,Interior,73
1,trig_poly,CV+ XBART-GP,8.56069829713058,0.669291338582677,12.2231246164654,Exterior,127
2,trig_poly,XBART,4.94466700077798,0.873417721518987,13.5208387088301,Interior,79
2,trig_poly,XBART,10.3627449566176,0.619834710743802,13.7196738597361,Exterior,121
2,trig_poly,XBART-GP,4.86180345593322,0.835443037974684,13.7043452073339,Interior,79
2,trig_poly,XBART-GP,9.61623328331897,0.677685950413223,14.2092462495489,Exterior,121
2,trig_poly,Jackknife+ XBART,4.74203504828915,0.89873417721519,14.4920466155832,Interior,79
2,trig_poly,Jackknife+ XBART,10.3238867952493,0.636363636363636,14.423343934357,Exterior,121
2,trig_poly,Jackknife+ XBART-GP,4.91438172022365,0.911392405063291,14.3618768887851,Interior,79
2,trig_poly,Jackknife+ XBART-GP,10.6347664472101,0.603305785123967,14.362614343826,Exterior,121
2,trig_poly,CV+ XBART,4.8522613120415,0.886075949367089,14.4737271899672,Interior,79
2,trig_poly,CV+ XBART,10.3772868478085,0.636363636363636,14.4256478699499,Exterior,121
2,trig_poly,CV+ XBART-GP,4.98456111992505,0.89873417721519,14.4160540871221,Interior,79
2,trig_poly,CV+ XBART-GP,10.2095559060466,0.636363636363636,14.6813726449978,Exterior,121
3,trig_poly,XBART,5.40618761186207,0.858695652173913,14.8761822237529,Interior,92
3,trig_poly,XBART,8.85533199211385,0.731481481481482,15.249090160084,Exterior,108
3,trig_poly,XBART-GP,5.17474300076471,0.869565217391304,15.2689368182661,Interior,92
3,trig_poly,XBART-GP,8.14968914525484,0.777777777777778,15.7777632430627,Exterior,108
3,trig_poly,Jackknife+ XBART,5.33065897283752,0.869565217391304,14.2050468684303,Interior,92
3,trig_poly,Jackknife+ XBART,8.73693943483152,0.722222222222222,14.2231880873384,Exterior,108
3,trig_poly,Jackknife+ XBART-GP,5.36938562772331,0.858695652173913,14.351967792158,Interior,92
3,trig_poly,Jackknife+ XBART-GP,8.84084166784859,0.722222222222222,14.3588890540961,Exterior,108
3,trig_poly,CV+ XBART,5.29583215744048,0.880434782608696,14.7970531940562,Interior,92
3,trig_poly,CV+ XBART,8.72818547508155,0.75,14.7505467153534,Exterior,108
3,trig_poly,CV+ XBART-GP,5.19969599764671,0.869565217391304,14.5504070312027,Interior,92
3,trig_poly,CV+ XBART-GP,8.51902602903962,0.740740740740741,14.671431572719,Exterior,108
4,trig_poly,XBART,6.42472415091603,0.781609195402299,12.7562491257551,Interior,87
4,trig_poly,XBART,10.7954283431332,0.566371681415929,12.6638433764724,Exterior,113
4,trig_poly,XBART-GP,6.09136787043302,0.827586206896552,12.9856023996579,Interior,87
4,trig_poly,XBART-GP,9.95032576595348,0.619469026548673,13.2179441173748,Exterior,113
4,trig_poly,Jackknife+ XBART,6.42382497277947,0.804597701149425,12.3806164966362,Interior,87
4,trig_poly,Jackknife+ XBART,10.6313695772808,0.513274336283186,12.4151663635423,Exterior,113
4,trig_poly,Jackknife+ XBART-GP,6.57052622878482,0.816091954022989,12.1054807399301,Interior,87
4,trig_poly,Jackknife+ XBART-GP,10.8012805991479,0.52212389380531,12.263152344942,Exterior,113
4,trig_poly,CV+ XBART,6.41630297931125,0.827586206896552,12.6227481842003,Interior,87
4,trig_poly,CV+ XBART,10.616556816323,0.539823008849558,12.8266852255105,Exterior,113
4,trig_poly,CV+ XBART-GP,6.33797512740233,0.839080459770115,12.8635553851851,Interior,87
4,trig_poly,CV+ XBART-GP,10.2991635120035,0.557522123893805,13.0425101692763,Exterior,113
5,trig_poly,XBART,5.3740323431703,0.83495145631068,12.5822400651287,Interior,103
5,trig_poly,XBART,12.2366318154855,0.536082474226804,12.7115711993569,Exterior,97
5,trig_poly,XBART-GP,5.22758515278341,0.83495145631068,12.5518640563047,Interior,103
5,trig_poly,XBART-GP,10.9330008478898,0.597938144329897,12.9808443903319,Exterior,97
5,trig_poly,Jackknife+ XBART,5.12624018555644,0.844660194174757,11.3988853339419,Interior,103
5,trig_poly,Jackknife+ XBART,11.9495661386435,0.536082474226804,11.417544536844,Exterior,97
5,trig_poly,Jackknife+ XBART-GP,5.3997711298544,0.825242718446602,11.3424800201957,Interior,103
5,trig_poly,Jackknife+ XBART-GP,13.1157661520975,0.525773195876289,11.3917240994154,Exterior,97
5,trig_poly,CV+ XBART,5.14291435097088,0.854368932038835,12.3645336506008,Interior,103
5,trig_poly,CV+ XBART,12.2636619895427,0.536082474226804,12.3804454272478,Exterior,97
5,trig_poly,CV+ XBART-GP,5.17434089823804,0.844660194174757,11.9020668063291,Interior,103
5,trig_poly,CV+ XBART-GP,12.2572531035265,0.536082474226804,12.1445377904091,Exterior,97
6,trig_poly,XBART,6.74833602053702,0.673913043478261,13.0237848204872,Interior,92
6,trig_poly,XBART,10.4636490192435,0.611111111111111,12.9905762385834,Exterior,108
6,trig_poly,XBART-GP,6.59872799411965,0.641304347826087,13.1598116364524,Interior,92
6,trig_poly,XBART-GP,9.85804518559013,0.62037037037037,13.7389608850629,Exterior,108
6,trig_poly,Jackknife+ XBART,6.70066594543107,0.695652173913044,13.4644040224452,Interior,92
6,trig_poly,Jackknife+ XBART,10.2699410287165,0.62037037037037,13.4452454172904,Exterior,108
6,trig_poly,Jackknife+ XBART-GP,6.83967780556527,0.66304347826087,13.3478261077263,Interior,92
6,trig_poly,Jackknife+ XBART-GP,10.4727327008027,0.611111111111111,13.3435467928591,Exterior,108
6,trig_poly,CV+ XBART,6.64402263569796,0.684782608695652,12.9789662203162,Interior,92
6,trig_poly,CV+ XBART,10.2409511546792,0.62037037037037,13.0069652459119,Exterior,108
6,trig_poly,CV+ XBART-GP,6.78462709320759,0.684782608695652,13.4132020829871,Interior,92
6,trig_poly,CV+ XBART-GP,10.2797020880218,0.611111111111111,13.4369121839933,Exterior,108
7,trig_poly,XBART,5.86502416545714,0.784810126582278,13.5788610831628,Interior,79
7,trig_poly,XBART,11.8104339635,0.537190082644628,13.6628682861495,Exterior,121
7,trig_poly,XBART-GP,5.67169273664594,0.810126582278481,13.5155259510757,Interior,79
7,trig_poly,XBART-GP,11.1220133947971,0.56198347107438,13.8497711568107,Exterior,121
7,trig_poly,Jackknife+ XBART,6.07671565676192,0.772151898734177,13.2330389624066,Interior,79
7,trig_poly,Jackknife+ XBART,11.8827764150429,0.512396694214876,13.2485612973921,Exterior,121
7,trig_poly,Jackknife+ XBART-GP,5.96288016420684,0.784810126582278,13.2547380875685,Interior,79
7,trig_poly,Jackknife+ XBART-GP,12.1274946882677,0.504132231404959,13.377433217338,Exterior,121
7,trig_poly,CV+ XBART,6.09361780708801,0.784810126582278,13.4270405038608,Interior,79
7,trig_poly,CV+ XBART,11.8939883619978,0.504132231404959,13.4603637938403,Exterior,121
7,trig_poly,CV+ XBART-GP,5.85158931411244,0.79746835443038,13.7370802693777,Interior,79
7,trig_poly,CV+ XBART-GP,11.8151463280374,0.495867768595041,13.774713552785,Exterior,121
8,trig_poly,XBART,7.75209362937629,0.730769230769231,15.7220758517751,Interior,104
8,trig_poly,XBART,10.6451599388016,0.59375,15.7847257639857,Exterior,96
8,trig_poly,XBART-GP,7.44396147506285,0.730769230769231,15.8280862492882,Interior,104
8,trig_poly,XBART-GP,10.0216534019444,0.635416666666667,16.2971517225962,Exterior,96
8,trig_poly,Jackknife+ XBART,7.44472178463005,0.730769230769231,14.5960047321072,Interior,104
8,trig_poly,Jackknife+ XBART,10.2714685661588,0.625,14.6212454082547,Exterior,96
8,trig_poly,Jackknife+ XBART-GP,7.43578027098729,0.711538461538462,14.3052642294953,Interior,104
8,trig_poly,Jackknife+ XBART-GP,10.8323379967152,0.572916666666667,14.3216052103437,Exterior,96
8,trig_poly,CV+ XBART,7.50861205679019,0.730769230769231,15.135607305107,Interior,104
8,trig_poly,CV+ XBART,10.3565175743525,0.614583333333333,15.206141443001,Exterior,96
8,trig_poly,CV+ XBART-GP,7.2906915123788,0.701923076923077,14.2131773503909,Interior,104
8,trig_poly,CV+ XBART-GP,10.5636428559946,0.552083333333333,14.3223853158052,Exterior,96
9,trig_poly,XBART,4.423820813594,0.827956989247312,12.1089949915877,Interior,93
9,trig_poly,XBART,11.7946369704958,0.523364485981308,12.0133836797664,Exterior,107
9,trig_poly,XBART-GP,4.27455593398535,0.838709677419355,12.2955274680875,Interior,93
9,trig_poly,XBART-GP,10.5135561398216,0.598130841121495,12.7498359987102,Exterior,107
9,trig_poly,Jackknife+ XBART,4.45555513329129,0.806451612903226,11.4568037875989,Interior,93
9,trig_poly,Jackknife+ XBART,11.7032388326214,0.542056074766355,11.5029452228708,Exterior,107
9,trig_poly,Jackknife+ XBART-GP,4.47674152327928,0.795698924731183,11.2674579339088,Interior,93
9,trig_poly,Jackknife+ XBART-GP,12.6007561942982,0.532710280373832,11.3285833068811,Exterior,107
9,trig_poly,CV+ XBART,4.50292579453467,0.827956989247312,12.070083076584,Interior,93
9,trig_poly,CV+ XBART,11.7734532003508,0.570093457943925,12.2002300071184,Exterior,107
9,trig_poly,CV+ XBART-GP,4.43712717780633,0.795698924731183,11.6155161724347,Interior,93
9,trig_poly,CV+ XBART-GP,11.9989848922082,0.560747663551402,12.0181422848931,Exterior,107
0,max,XBART,1.13607412995054,0.846153846153846,3.51190722972856,Interior,104
0,max,XBART,1.45316447512199,0.833333333333333,3.48595446139454,Exterior,96
0,max,XBART-GP,1.13156156460511,0.865384615384615,3.53205870677252,Interior,104
0,max,XBART-GP,1.34632891000581,0.84375,3.58901809262444,Exterior,96
0,max,Jackknife+ XBART,1.16109885980235,0.913461538461538,4.10570441513593,Interior,104
0,max,Jackknife+ XBART,1.48635501056067,0.854166666666667,4.10918078460114,Exterior,96
0,max,Jackknife+ XBART-GP,1.15587210013208,0.913461538461538,4.13040760332814,Interior,104
0,max,Jackknife+ XBART-GP,1.56717608066637,0.864583333333333,4.14019229165878,Exterior,96
0,max,CV+ XBART,1.16188830799906,0.884615384615385,4.01832797175165,Interior,104
0,max,CV+ XBART,1.48836637158274,0.875,4.01231385015995,Exterior,96
0,max,CV+ XBART-GP,1.15078771455982,0.884615384615385,4.00033435563155,Interior,104
0,max,CV+ XBART-GP,1.55205110533966,0.864583333333333,4.07585598743553,Exterior,96
1,max,XBART,1.47609385283561,0.680412371134021,3.32350871045264,Interior,97
1,max,XBART,1.63464270004097,0.660194174757282,3.33508083475687,Exterior,103
1,max,XBART-GP,1.39329916183726,0.711340206185567,3.28649766124813,Interior,97
1,max,XBART-GP,1.33546948138715,0.815533980582524,3.45650442330783,Exterior,103
1,max,Jackknife+ XBART,1.47832784698324,0.680412371134021,3.37581521333977,Interior,97
1,max,Jackknife+ XBART,1.63538212109783,0.650485436893204,3.37112086550974,Exterior,103
1,max,Jackknife+ XBART-GP,1.49887147035649,0.680412371134021,3.35279987088404,Interior,97
1,max,Jackknife+ XBART-GP,1.73034010952835,0.669902912621359,3.41698589442895,Exterior,103
1,max,CV+ XBART,1.47311093368292,0.690721649484536,3.383953230209,Interior,97
1,max,CV+ XBART,1.63419053239975,0.660194174757282,3.38895339557314,Exterior,103
1,max,CV+ XBART-GP,1.46191809508002,0.742268041237113,3.51679727393367,Interior,97
1,max,CV+ XBART-GP,1.68998685240931,0.70873786407767,3.61807248601873,Exterior,103
2,max,XBART,1.4033157723993,0.795918367346939,3.94844213853262,Interior,98
2,max,XBART,1.34901690430488,0.803921568627451,3.83689511222534,Exterior,102
2,max,XBART-GP,1.37141463433492,0.816326530612245,3.896848270339,Interior,98
2,max,XBART-GP,1.15757597609028,0.911764705882353,3.9102216458270496,Exterior,102
2,max,Jackknife+ XBART,1.35716482016421,0.836734693877551,4.15317205966858,Interior,98
2,max,Jackknife+ XBART,1.26160179857441,0.901960784313726,4.16390483165886,Exterior,102
2,max,Jackknife+ XBART-GP,1.37808782468961,0.857142857142857,4.2016626226905,Interior,98
2,max,Jackknife+ XBART-GP,1.40491947837257,0.862745098039216,4.26025676288858,Exterior,102
2,max,CV+ XBART,1.38975228448384,0.857142857142857,4.28459677701241,Interior,98
2,max,CV+ XBART,1.31398754942969,0.901960784313726,4.28445670974182,Exterior,102
2,max,CV+ XBART-GP,1.39974253684605,0.877551020408163,4.39009338755404,Interior,98
2,max,CV+ XBART-GP,1.41543529467427,0.872549019607843,4.41345509958121,Exterior,102
3,max,XBART,1.25768215841149,0.811764705882353,3.27929474566059,Interior,85
3,max,XBART,1.39651413471294,0.756521739130435,3.29086270226167,Exterior,115
3,max,XBART-GP,1.19143578369953,0.835294117647059,3.31881482894381,Interior,85
3,max,XBART-GP,1.2502807559908,0.808695652173913,3.32218851306946,Exterior,115
3,max,Jackknife+ XBART,1.26063802099222,0.823529411764706,3.5831644733115,Interior,85
3,max,Jackknife+ XBART,1.39629784062724,0.817391304347826,3.58811728605632,Exterior,115
3,max,Jackknife+ XBART-GP,1.31752344336343,0.788235294117647,3.63553296572576,Interior,85
3,max,Jackknife+ XBART-GP,1.4937408861906,0.8,3.69012072666532,Exterior,115
3,max,CV+ XBART,1.24727612586173,0.835294117647059,3.51387122713493,Interior,85
3,max,CV+ XBART,1.38202093592194,0.817391304347826,3.51480265340022,Exterior,115
3,max,CV+ XBART-GP,1.28305471209222,0.776470588235294,3.50169861145296,Interior,85
3,max,CV+ XBART-GP,1.43473469507781,0.791304347826087,3.51267552416778,Exterior,115
4,max,XBART,1.20671745525967,0.818181818181818,3.27445670807753,Interior,88
4,max,XBART,1.47920225802331,0.758928571428571,3.34008008660195,Exterior,112
4,max,XBART-GP,1.1356545391411,0.829545454545455,3.32662664191215,Interior,88
4,max,XBART-GP,1.29236376605994,0.803571428571429,3.38426646168542,Exterior,112
4,max,Jackknife+ XBART,1.20851520495964,0.840909090909091,3.49832192525202,Interior,88
4,max,Jackknife+ XBART,1.47989292514913,0.794642857142857,3.49581381829876,Exterior,112
4,max,Jackknife+ XBART-GP,1.26072546436411,0.818181818181818,3.53678497351592,Interior,88
4,max,Jackknife+ XBART-GP,1.61445520856887,0.776785714285714,3.57891172642884,Exterior,112
4,max,CV+ XBART,1.22858123951088,0.829545454545455,3.46980195313054,Interior,88
4,max,CV+ XBART,1.50471402637905,0.803571428571429,3.46988703725806,Exterior,112
4,max,CV+ XBART-GP,1.27329974409223,0.806818181818182,3.55458821026739,Interior,88
4,max,CV+ XBART-GP,1.60977646249016,0.785714285714286,3.59396270076491,Exterior,112
5,max,XBART,1.38810321199646,0.804878048780488,3.51621464260367,Interior,82
5,max,XBART,1.67071064614496,0.728813559322034,3.49975740670869,Exterior,118
5,max,XBART-GP,1.31129875095908,0.829268292682927,3.56230985216817,Interior,82
5,max,XBART-GP,1.40376322070349,0.822033898305085,3.58018354919036,Exterior,118
