itrial,dgp,method,rmse,coverage,width,coverage_type,size
5,max,Jackknife+ XBART,1.32825837456366,0.817073170731707,3.38341309231285,Interior,82
5,max,Jackknife+ XBART,1.6584535325271,0.728813559322034,3.40011622179258,Exterior,118
5,max,Jackknife+ XBART-GP,1.35389721331232,0.829268292682927,3.44773122974935,Interior,82
5,max,Jackknife+ XBART-GP,1.81069440544557,0.745762711864407,3.49341448444861,Exterior,118
5,max,CV+ XBART,1.39078426986925,0.817073170731707,3.52706017727709,Interior,82
5,max,CV+ XBART,1.73178150234503,0.745762711864407,3.52510369747982,Exterior,118
5,max,CV+ XBART-GP,1.39327555575586,0.817073170731707,3.5463981424883,Interior,82
5,max,CV+ XBART-GP,1.83000558435523,0.720338983050847,3.58085214413328,Exterior,118
6,max,XBART,1.30825563977661,0.797752808988764,3.38016473796156,Interior,89
6,max,XBART,1.64906214137715,0.684684684684685,3.43650031771441,Exterior,111
6,max,XBART-GP,1.22885094828772,0.842696629213483,3.42714693671626,Interior,89
6,max,XBART-GP,1.46351528776081,0.684684684684685,3.45216602819574,Exterior,111
6,max,Jackknife+ XBART,1.31689219150404,0.865168539325843,3.91624941413478,Interior,89
6,max,Jackknife+ XBART,1.68320605939282,0.738738738738739,3.91157518777369,Exterior,111
6,max,Jackknife+ XBART-GP,1.34015412095015,0.865168539325843,3.89567753974281,Interior,89
6,max,Jackknife+ XBART-GP,1.69241956858634,0.738738738738739,3.9182410603221296,Exterior,111
6,max,CV+ XBART,1.30931176505303,0.842696629213483,3.70449351356123,Interior,89
6,max,CV+ XBART,1.66375375067362,0.72972972972973,3.71088009341188,Exterior,111
6,max,CV+ XBART-GP,1.33559463448882,0.842696629213483,3.72879879600592,Interior,89
6,max,CV+ XBART-GP,1.64834783734773,0.756756756756757,3.79954064369016,Exterior,111
7,max,XBART,1.27842377949517,0.826086956521739,3.44424250467797,Interior,92
7,max,XBART,1.3185242172982,0.787037037037037,3.47414912508853,Exterior,108
7,max,XBART-GP,1.22682774692366,0.847826086956522,3.51898413167361,Interior,92
7,max,XBART-GP,1.19471802883018,0.888888888888889,3.58133390065778,Exterior,108
7,max,Jackknife+ XBART,1.30984544846924,0.869565217391304,3.6659146860026,Interior,92
7,max,Jackknife+ XBART,1.37130806310262,0.814814814814815,3.67520986702879,Exterior,108
7,max,Jackknife+ XBART-GP,1.32336664259496,0.869565217391304,3.76003892896683,Interior,92
7,max,Jackknife+ XBART-GP,1.43453582106542,0.796296296296296,3.7977731921749,Exterior,108
7,max,CV+ XBART,1.29959150475496,0.880434782608696,3.75963382826717,Interior,92
7,max,CV+ XBART,1.35361739561049,0.805555555555556,3.76123333834591,Exterior,108
7,max,CV+ XBART-GP,1.32322305911331,0.880434782608696,3.77780855731309,Interior,92
7,max,CV+ XBART-GP,1.41711594525467,0.805555555555556,3.79731582700875,Exterior,108
8,max,XBART,1.17564759735728,0.865979381443299,3.5955326489655,Interior,97
8,max,XBART,1.2050867246787,0.87378640776699,3.65273678855292,Exterior,103
8,max,XBART-GP,1.15458104112856,0.88659793814433,3.61124485342443,Interior,97
8,max,XBART-GP,1.16930180693959,0.864077669902913,3.69092254480337,Exterior,103
8,max,Jackknife+ XBART,1.15301331040042,0.907216494845361,4.04169511433137,Interior,97
8,max,Jackknife+ XBART,1.17373485149545,0.922330097087379,4.04226635760937,Exterior,103
8,max,Jackknife+ XBART-GP,1.20143429395861,0.927835051546392,4.18795484091648,Interior,97
8,max,Jackknife+ XBART-GP,1.25231138546133,0.912621359223301,4.20428309356003,Exterior,103
8,max,CV+ XBART,1.16974614298071,0.917525773195876,3.96686167747199,Interior,97
8,max,CV+ XBART,1.21263948035314,0.883495145631068,3.9720204897749,Exterior,103
8,max,CV+ XBART-GP,1.23884841491059,0.917525773195876,4.10042761636908,Interior,97
8,max,CV+ XBART-GP,1.28779359729112,0.864077669902913,4.11580128283307,Exterior,103
9,max,XBART,1.47781781040695,0.783505154639175,3.70555078084814,Interior,97
9,max,XBART,1.59763875576244,0.718446601941748,3.67553147691102,Exterior,103
9,max,XBART-GP,1.41192558230053,0.804123711340206,3.71936518130505,Interior,97
9,max,XBART-GP,1.45004000685404,0.796116504854369,3.72854641441471,Exterior,103
9,max,Jackknife+ XBART,1.46601154798134,0.814432989690722,3.8588929000726897,Interior,97
9,max,Jackknife+ XBART,1.61674140806564,0.766990291262136,3.85962721482316,Exterior,103
9,max,Jackknife+ XBART-GP,1.46906854200691,0.824742268041237,3.90442072470126,Interior,97
9,max,Jackknife+ XBART-GP,1.65903367786014,0.786407766990291,3.94031867311753,Exterior,103
9,max,CV+ XBART,1.46330300040839,0.814432989690722,3.82312520803652,Interior,97
9,max,CV+ XBART,1.61676967346725,0.776699029126214,3.8182603687390095,Exterior,103
9,max,CV+ XBART-GP,1.47562450703394,0.804123711340206,3.90324676084079,Interior,97
9,max,CV+ XBART-GP,1.66882881205596,0.786407766990291,3.93136408902014,Exterior,103
1,linear,XBART,2.6329153921157817,0.7884615384615384,6.776885429480472,Interior,104
1,linear,XBART,4.134541034636475,0.5833333333333334,6.747784401851419,Exterior,96
1,linear,XBART-GP,1.995899458240027,0.903846153846154,6.899093510988906,Interior,104
1,linear,XBART-GP,2.472483000524227,0.8645833333333334,7.339236844873349,Exterior,96
1,linear,Jackknife+ XBART,2.5465639537230658,0.8173076923076923,7.000445981283338,Interior,104
1,linear,Jackknife+ XBART,4.012462284489993,0.6041666666666666,7.009333779309266,Exterior,96
1,linear,Jackknife+ XBART-GP,3.2026568128061035,0.7307692307692307,7.479712457012847,Interior,104
1,linear,Jackknife+ XBART-GP,5.48846899043151,0.4791666666666667,7.521306951357993,Exterior,96
1,linear,CV+ XBART,2.498861415383677,0.8365384615384616,7.035045880160818,Interior,104
1,linear,CV+ XBART,3.940801029198692,0.625,7.066723490632973,Exterior,96
1,linear,CV+ XBART-GP,3.16382814460085,0.7692307692307693,7.71208308594808,Interior,104
1,linear,CV+ XBART-GP,5.405061915792907,0.5,7.914254800796083,Exterior,96
2,linear,XBART,2.3668724917114368,0.7464788732394366,5.094598634566129,Interior,71
2,linear,XBART,3.727908227673524,0.4496124031007752,5.057748500039651,Exterior,129
2,linear,XBART-GP,2.252877193997033,0.7605633802816901,5.096809203402181,Interior,71
2,linear,XBART-GP,2.537499971992188,0.7131782945736435,5.628394732341742,Exterior,129
2,linear,Jackknife+ XBART,2.3893726181332493,0.8028169014084507,6.568831678328568,Interior,71
2,linear,Jackknife+ XBART,3.7838875888765418,0.627906976744186,6.596080021899988,Exterior,129
2,linear,Jackknife+ XBART-GP,2.639704430938718,0.8591549295774648,7.036736318682882,Interior,71
2,linear,Jackknife+ XBART-GP,5.345574083846877,0.4186046511627907,7.188152507579505,Exterior,129
2,linear,CV+ XBART,2.331877016735015,0.8450704225352113,6.734013112747284,Interior,71
2,linear,CV+ XBART,3.810558960381041,0.6356589147286822,6.705704213901276,Exterior,129
2,linear,CV+ XBART-GP,2.7120428193813115,0.8591549295774648,7.653817675735135,Interior,71
2,linear,CV+ XBART-GP,5.407803700098001,0.5271317829457365,8.137496472122837,Exterior,129
3,linear,XBART,2.396592416805097,0.7608695652173914,6.544804347538784,Interior,92
3,linear,XBART,3.6356489587535847,0.5833333333333334,6.507131944033495,Exterior,108
3,linear,XBART-GP,1.9881368829619976,0.8913043478260869,6.542290859095572,Interior,92
3,linear,XBART-GP,2.350561799896374,0.8240740740740741,6.809277821061499,Exterior,108
3,linear,Jackknife+ XBART,2.35532331796254,0.8586956521739131,6.681652329187127,Interior,92
3,linear,Jackknife+ XBART,3.494368848260716,0.6481481481481481,6.724216084359529,Exterior,108
3,linear,Jackknife+ XBART-GP,2.809210758155935,0.8586956521739131,7.353917361952885,Interior,92
3,linear,Jackknife+ XBART-GP,5.046517083432902,0.5277777777777778,7.638521628290793,Exterior,108
3,linear,CV+ XBART,2.3403281380054826,0.9021739130434784,7.588249038124522,Interior,92
3,linear,CV+ XBART,3.663938880084772,0.6574074074074074,7.634739742109531,Exterior,108
3,linear,CV+ XBART-GP,2.9115123390369275,0.8695652173913043,8.42622071307182,Interior,92
3,linear,CV+ XBART-GP,4.895870308373072,0.5925925925925926,8.969581518079375,Exterior,108
4,linear,XBART,2.535302445257128,0.8198198198198198,6.674520064854993,Interior,111
4,linear,XBART,3.508508807936655,0.651685393258427,6.716559389935,Exterior,89
4,linear,XBART-GP,2.1365355216792654,0.8738738738738738,6.752351558035636,Interior,111
4,linear,XBART-GP,2.1475964585361007,0.8876404494382022,7.2800878963654,Exterior,89
4,linear,Jackknife+ XBART,2.013413344487321,0.8828828828828829,6.445612949150694,Interior,111
4,linear,Jackknife+ XBART,3.39400456037808,0.6292134831460674,6.392624908373558,Exterior,89
4,linear,Jackknife+ XBART-GP,2.874334259899373,0.7837837837837838,7.135254909346832,Interior,111
4,linear,Jackknife+ XBART-GP,5.099301963990813,0.4606741573033708,7.200248599469267,Exterior,89
4,linear,CV+ XBART,2.03542007051238,0.90990990990991,7.200484148397935,Interior,111
4,linear,CV+ XBART,3.2794639361599383,0.7528089887640449,7.258569129780575,Exterior,89
4,linear,CV+ XBART-GP,2.8569825710575296,0.8648648648648649,8.35275409512855,Interior,111
4,linear,CV+ XBART-GP,4.971807885805334,0.550561797752809,8.503965429109119,Exterior,89
5,linear,XBART,2.392692544981964,0.8241758241758241,6.501287809751397,Interior,91
5,linear,XBART,4.269028341833913,0.4495412844036697,6.317340880572205,Exterior,109
5,linear,XBART-GP,2.0230678610582364,0.912087912087912,6.495221785754943,Interior,91
5,linear,XBART-GP,2.716317100971866,0.7889908256880734,7.039983328295048,Exterior,109
5,linear,Jackknife+ XBART,2.278168601146405,0.8901098901098901,7.035566861575581,Interior,91
5,linear,Jackknife+ XBART,3.8091276524702034,0.6513761467889908,7.100764277222342,Exterior,109
5,linear,Jackknife+ XBART-GP,2.80259900196208,0.8021978021978022,7.415227026928838,Interior,91
5,linear,Jackknife+ XBART-GP,5.468012474760119,0.4220183486238532,7.586934119266279,Exterior,109
5,linear,CV+ XBART,2.1953116171926705,0.945054945054945,7.8587830122032605,Interior,91
5,linear,CV+ XBART,3.833698442494967,0.6605504587155964,7.88397749423622,Exterior,109
5,linear,CV+ XBART-GP,2.881537234208907,0.8681318681318682,8.456087962045993,Interior,91
5,linear,CV+ XBART-GP,5.508461674487388,0.4678899082568807,8.734107431011195,Exterior,109
6,linear,XBART,2.153189041108733,0.7878787878787878,5.51778079047786,Interior,99
6,linear,XBART,4.5272395896010735,0.3861386138613861,5.475665752127165,Exterior,101
6,linear,XBART-GP,1.789616820373593,0.8484848484848485,5.41521883084954,Interior,99
6,linear,XBART-GP,3.085851765615365,0.6831683168316832,5.862093168142522,Exterior,101
6,linear,Jackknife+ XBART,1.94807421747996,0.8888888888888888,6.425810546687428,Interior,99
6,linear,Jackknife+ XBART,4.475349255758951,0.4752475247524752,6.4793765536458565,Exterior,101
6,linear,Jackknife+ XBART-GP,2.476975585104197,0.8585858585858586,7.435325261131253,Interior,99
6,linear,Jackknife+ XBART-GP,6.747315041234022,0.3465346534653465,7.616928325697578,Exterior,101
6,linear,CV+ XBART,2.0492549103457014,0.898989898989899,6.536248300878618,Interior,99
6,linear,CV+ XBART,4.584078351431117,0.4554455445544554,6.519845401926908,Exterior,101
6,linear,CV+ XBART-GP,2.605630683863564,0.8787878787878788,7.669841492019544,Interior,99
6,linear,CV+ XBART-GP,6.907857520058712,0.297029702970297,7.964907561673724,Exterior,101
7,linear,XBART,2.541113090063418,0.6989247311827957,5.231803258390221,Interior,93
7,linear,XBART,3.5546181603359672,0.5233644859813084,5.163474087093577,Exterior,107
7,linear,XBART-GP,2.142882479345494,0.8172043010752689,5.3526365573214605,Interior,93
7,linear,XBART-GP,2.461967845415784,0.7570093457943925,5.59669032390224,Exterior,107
7,linear,Jackknife+ XBART,2.315526544685856,0.8064516129032258,6.126439219444607,Interior,93
7,linear,Jackknife+ XBART,3.464172103620336,0.5887850467289719,6.147852137579073,Exterior,107
7,linear,Jackknife+ XBART-GP,3.038718458477108,0.7634408602150538,6.827879821092658,Interior,93
7,linear,Jackknife+ XBART-GP,5.147845657786756,0.5046728971962616,6.8994104808437005,Exterior,107
7,linear,CV+ XBART,2.350071946063156,0.8172043010752689,6.135798875660816,Interior,93
7,linear,CV+ XBART,3.4651486284009443,0.5887850467289719,6.177753499090819,Exterior,107
7,linear,CV+ XBART-GP,3.0415184130094643,0.7526881720430108,6.87346234492833,Interior,93
7,linear,CV+ XBART-GP,4.958817384822627,0.5233644859813084,7.210354448285269,Exterior,107
8,linear,XBART,2.2280619451153574,0.8105263157894737,6.162382235588132,Interior,95
8,linear,XBART,3.665254818387021,0.5238095238095238,6.099951701192628,Exterior,105
8,linear,XBART-GP,1.951686964144144,0.8736842105263158,6.2733913141451865,Interior,95
8,linear,XBART-GP,2.4005555977484936,0.8285714285714286,6.610894924827176,Exterior,105
8,linear,Jackknife+ XBART,2.097559941254433,0.8947368421052632,6.621809389797342,Interior,95
8,linear,Jackknife+ XBART,3.560762303326268,0.6095238095238096,6.587809708894747,Exterior,105
8,linear,Jackknife+ XBART-GP,2.751079607884236,0.8210526315789474,7.217496734184279,Interior,95
8,linear,Jackknife+ XBART-GP,5.351533612118228,0.4380952380952381,7.346478214662555,Exterior,105
8,linear,CV+ XBART,2.0867381807641023,0.9263157894736842,7.170217100812733,Interior,95
8,linear,CV+ XBART,3.583554055985024,0.6666666666666666,7.200336059759519,Exterior,105
8,linear,CV+ XBART-GP,2.8788880919389355,0.8631578947368421,8.357814284353003,Interior,95
8,linear,CV+ XBART-GP,5.206963642123928,0.5333333333333333,8.636086954434615,Exterior,105
9,linear,XBART,2.3035586131838865,0.8288288288288288,6.316388950681627,Interior,111
9,linear,XBART,3.9502218809006497,0.5393258426966292,6.148465211661599,Exterior,89
9,linear,XBART-GP,1.9322654462922,0.927927927927928,6.365214849444119,Interior,111
9,linear,XBART-GP,2.447761106900173,0.8651685393258427,6.731541794145601,Exterior,89
9,linear,Jackknife+ XBART,2.258971667212572,0.918918918918919,7.656439984100244,Interior,111
9,linear,Jackknife+ XBART,3.9137099407059854,0.651685393258427,7.701420279112602,Exterior,89
9,linear,Jackknife+ XBART-GP,2.744826779664081,0.8918918918918919,8.016087257107825,Interior,111
9,linear,Jackknife+ XBART-GP,5.701874830604946,0.4719101123595505,8.05700605240865,Exterior,89
9,linear,CV+ XBART,2.179296295390009,0.927927927927928,7.827441515020909,Interior,111
9,linear,CV+ XBART,3.894446919477376,0.6741573033707865,7.861436859360007,Exterior,89
9,linear,CV+ XBART-GP,2.926925782767228,0.8918918918918919,8.72183874675448,Interior,111
9,linear,CV+ XBART-GP,5.81486859624989,0.5393258426966292,8.8891704389843,Exterior,89
